sample_id,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,taxid_ch1,data_processing,platform_id,contact_name,contact_email,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,diabetes_label
GSM2157994,Pancreatic islet cell sample 96,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772699,NONE,Control
GSM2157995,Pancreatic islet cell sample 97,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772700,NONE,Control
GSM2157996,Pancreatic islet cell sample 98,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772701,NONE,Control
GSM2157997,Pancreatic islet cell sample 99,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772702,NONE,Control
GSM2157998,Pancreatic islet cell sample 100,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772703,NONE,Control
GSM2157999,Pancreatic islet cell sample 101,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772704,NONE,Control
GSM2158000,Pancreatic islet cell sample 102,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772705,NONE,Control
GSM2158001,Pancreatic islet cell sample 103,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772706,NONE,Control
GSM2158002,Pancreatic islet cell sample 104,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772707,NONE,Control
GSM2158003,Pancreatic islet cell sample 105,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772708,NONE,Control
GSM2158004,Pancreatic islet cell sample 106,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772709,NONE,Control
GSM2158005,Pancreatic islet cell sample 107,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772710,NONE,Control
GSM2158006,Pancreatic islet cell sample 108,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772711,NONE,Control
GSM2158007,Pancreatic islet cell sample 109,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772712,NONE,Control
GSM2158008,Pancreatic islet cell sample 110,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772713,NONE,Control
GSM2158009,Pancreatic islet cell sample 111,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772714,NONE,Control
GSM2158010,Pancreatic islet cell sample 112,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772715,NONE,Control
GSM2158011,Pancreatic islet cell sample 113,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772716,NONE,Control
GSM2158012,Pancreatic islet cell sample 114,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772717,NONE,Control
GSM2158013,Pancreatic islet cell sample 115,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772718,NONE,Control
GSM2158014,Pancreatic islet cell sample 116,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772719,NONE,Control
GSM2158015,Pancreatic islet cell sample 117,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772720,NONE,Control
GSM2158016,Pancreatic islet cell sample 118,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772721,NONE,Control
GSM2158017,Pancreatic islet cell sample 119,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772722,NONE,Control
GSM2158018,Pancreatic islet cell sample 120,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772723,NONE,Control
GSM2158019,Pancreatic islet cell sample 121,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772724,NONE,Control
GSM2158020,Pancreatic islet cell sample 122,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772725,NONE,Control
GSM2158021,Pancreatic islet cell sample 123,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772726,NONE,Control
GSM2158022,Pancreatic islet cell sample 124,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772727,NONE,Control
GSM2158023,Pancreatic islet cell sample 125,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772728,NONE,Control
GSM2158024,Pancreatic islet cell sample 126,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772729,NONE,Control
GSM2158025,Pancreatic islet cell sample 127,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772730,NONE,Control
GSM2158026,Pancreatic islet cell sample 128,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772731,NONE,Control
GSM2158027,Pancreatic islet cell sample 129,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772732,NONE,Control
GSM2158028,Pancreatic islet cell sample 130,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772733,NONE,Control
GSM2158029,Pancreatic islet cell sample 131,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772734,NONE,Control
GSM2158030,Pancreatic islet cell sample 132,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772735,NONE,Control
GSM2158031,Pancreatic islet cell sample 133,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772736,NONE,Control
GSM2158032,Pancreatic islet cell sample 134,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: beta,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1772737,NONE,Control
